X_m,Y_m,Latitud,Longitud,RSRP_Ant1_dBm,RSRP_Ant2_dBm,RSRP_Ant3_dBm,RSRP_Max_dBm,PathLoss_Ant1_dB,PathLoss_Ant2_dB,PathLoss_Ant3_dB,PLOS_Ant1,PLOS_Ant2,PLOS_Ant3,Best_Antenna_ID
-3000,-1720,-2.91345109030702,-79.03192749174,-139.554833300363,-139.554833300363,-109.555156661494,-109.555156661494,162.554833300363,162.554833300363,162.554833300363,0.00520497434393645,0.00520497434393645,0.00520497434393645,3
-3000,-1700,-2.91327112414066,-79.03192749174,-139.506172211772,-139.506172211772,-109.507280738071,-109.507280738071,162.506172211772,162.506172211772,162.506172211772,0.0052197732373367,0.0052197732373367,0.0052197732373367,3
-3000,-1680,-2.9130911579743,-79.03192749174,-139.45780589986,-139.45780589986,-109.460176982431,-109.460176982431,162.45780589986,162.45780589986,162.45780589986,0.00523452376666266,0.00523452376666266,0.00523452376666266,3
-3000,-1660,-2.91291119180794,-79.03192749174,-139.409740995919,-139.409740995919,-109.413860051766,-109.413860051766,162.409740995919,162.409740995919,162.409740995919,0.00524922326037215,0.00524922326037215,0.00524922326037215,3
-3000,-1640,-2.91273122564158,-79.03192749174,-139.361984183115,-139.361984183115,-109.36834469162,-109.36834469162,162.361984183115,162.361984183115,162.361984183115,0.00526386900933263,0.00526386900933263,0.00526386900933263,3
-3000,-1620,-2.91255125947522,-79.03192749174,-139.314542194931,-139.314542194931,-109.32364573129,-109.32364573129,162.314542194931,162.314542194931,162.314542194931,0.0052784582673341,0.0052784582673341,0.0052784582673341,3
-3000,-1600,-2.91237129330886,-79.03192749174,-139.267421813536,-139.267421813536,-109.279778079032,-109.279778079032,162.267421813536,162.267421813536,162.267421813536,0.00529298825165038,0.00529298825165038,0.00529298825165038,3
-3000,-1580,-2.9121913271425,-79.03192749174,-139.220629868073,-139.220629868073,-109.236756717065,-109.236756717065,162.220629868073,162.220629868073,162.220629868073,0.00530745614364867,0.00530745614364867,0.00530745614364867,3
-3000,-1560,-2.91201136097614,-79.03192749174,-139.174173232858,-139.174173232858,-109.194596696362,-109.194596696362,162.174173232858,162.174173232858,162.174173232858,0.00532185908945063,0.00532185908945063,0.00532185908945063,3
-3000,-1540,-2.91183139480978,-79.03192749174,-139.128058825509,-139.128058825509,-109.153313131254,-109.153313131254,162.128058825509,162.128058825509,162.128058825509,0.00533619420064091,0.00533619420064091,0.00533619420064091,3
-3000,-1520,-2.91165142864341,-79.03192749174,-139.08229360499,-139.08229360499,-109.112921193807,-109.112921193807,162.08229360499,162.08229360499,162.08229360499,0.0053504585550315,0.0053504585550315,0.0053504585550315,3
-3000,-1500,-2.91147146247705,-79.03192749174,-139.036884569565,-139.036884569565,-109.073436108015,-109.073436108015,162.036884569565,162.036884569565,162.036884569565,0.00536464919747511,0.00536464919747511,0.00536464919747511,3
-3000,-1480,-2.91129149631069,-79.03192749174,-138.991838754679,-138.991838754679,-109.034873143766,-109.034873143766,161.991838754679,161.991838754679,161.991838754679,0.00537876314073439,0.00537876314073439,0.00537876314073439,3
-3000,-1460,-2.91111153014433,-79.03192749174,-138.947163230743,-138.947163230743,-108.997247610611,-108.997247610611,161.947163230743,161.947163230743,161.947163230743,0.00539279736640514,0.00539279736640514,0.00539279736640514,3
-3000,-1440,-2.91093156397797,-79.03192749174,-138.902865100851,-138.902865100851,-108.960574851329,-108.960574851329,161.902865100851,161.902865100851,161.902865100851,0.00540674882589266,0.00540674882589266,0.00540674882589266,3
-3000,-1420,-2.91075159781161,-79.03192749174,-138.858951498396,-138.858951498396,-108.92487023528,-108.92487023528,161.858951498396,161.858951498396,161.858951498396,0.00542061444144543,0.00542061444144543,0.00542061444144543,3
-3000,-1400,-2.91057163164525,-79.03192749174,-138.815429584613,-138.815429584613,-108.890149151548,-108.890149151548,161.815429584613,161.815429584613,161.815429584613,0.00543439110724553,0.00543439110724553,0.00543439110724553,3
-3000,-1380,-2.91039166547889,-79.03192749174,-138.77230654603,-138.77230654603,-108.856427001893,-108.856427001893,161.77230654603,161.77230654603,161.77230654603,0.00544807569055366,0.00544807569055366,0.00544807569055366,3
-3000,-1360,-2.91021169931253,-79.03192749174,-138.729589591839,-138.729589591839,-108.823719193484,-108.823719193484,161.729589591839,161.729589591839,161.729589591839,0.00546166503291308,0.00546166503291308,0.00546166503291308,3
-3000,-1340,-2.91003173314617,-79.03192749174,-138.687285951185,-138.687285951185,-108.792041131451,-108.792041131451,161.687285951185,161.687285951185,161.687285951185,0.00547515595140958,0.00547515595140958,0.00547515595140958,3
-3000,-1320,-2.90985176697981,-79.03192749174,-138.645402870364,-138.645402870364,-108.761408211215,-108.761408211215,161.645402870364,161.645402870364,161.645402870364,0.00548854523999042,0.00548854523999042,0.00548854523999042,3
-3000,-1300,-2.90967180081345,-79.03192749174,-138.603947609943,-138.603947609943,-108.731835810641,-108.731835810641,161.603947609943,161.603947609943,161.603947609943,0.00550182967084047,0.00550182967084047,0.00550182967084047,3
-3000,-1280,-2.90949183464709,-79.03192749174,-138.562927441798,-138.562927441798,-108.703339281995,-108.703339281995,161.562927441798,161.562927441798,161.562927441798,0.00551500599581569,0.00551500599581569,0.00551500599581569,3
-3000,-1260,-2.90931186848073,-79.03192749174,-138.522349646066,-138.522349646066,-108.675933943701,-108.675933943701,161.522349646066,161.522349646066,161.522349646066,0.0055280709479361,0.0055280709479361,0.0055280709479361,3
-3000,-1240,-2.90913190231436,-79.03192749174,-138.482221508023,-138.482221508023,-108.649635071927,-108.649635071927,161.482221508023,161.482221508023,161.482221508023,0.00554102124293385,0.00554102124293385,0.00554102124293385,3
-3000,-1220,-2.908951936148,-79.03192749174,-138.442550314879,-138.442550314879,-108.624457891988,-108.624457891988,161.442550314879,161.442550314879,161.442550314879,0.00555385358086042,0.00555385358086042,0.00555385358086042,3
